Indicador,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Unidades por kilo mmpp terceros*,49,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,2,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3751881,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,3,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2906887,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,3,2021,Data Mussel
Unidades por kilo mmpp propia*,51,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,3,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1064979,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,3,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,859759,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,3,2021,Data Mussel
Unidades por kilo mmpp terceros*,47,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,3,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3296841,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,4,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2620849,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,4,2021,Data Mussel
Unidades por kilo mmpp propia*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,4,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1093524,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,4,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,900492,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,4,2021,Data Mussel
Unidades por kilo mmpp terceros*,53,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,4,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3405967,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,5,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2682253,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,5,2021,Data Mussel
Unidades por kilo mmpp propia*,60,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,5,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1083425,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,5,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,919048,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,5,2021,Data Mussel
Unidades por kilo mmpp terceros*,54,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,5,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,3027539,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,6,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,2291644,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,6,2021,Data Mussel
Unidades por kilo mmpp propia*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,6,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,1459218,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,6,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,1250574,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,6,2021,Data Mussel
Unidades por kilo mmpp terceros*,53,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,6,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,1703989,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,7,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,1323318,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,7,2021,Data Mussel
Unidades por kilo mmpp propia*,55,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,7,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,2669900,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,7,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,2318210,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,7,2021,Data Mussel
Unidades por kilo mmpp terceros*,54,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,7,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,1496248,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,8,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,1312526,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,8,2021,Data Mussel
Unidades por kilo mmpp propia*,61,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,8,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,854641,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,8,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,686062,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,8,2021,Data Mussel
Unidades por kilo mmpp terceros*,53,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,8,2021,Data Mussel
Ingreso Materia Bruta Prima Propia,776437,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta al mes,9,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Propia,658379,Kilos,Total Kilos mmpp de centros de la empresa ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,9,2021,Data Mussel
Unidades por kilo mmpp propia*,62,uni/kg,Promedio Ponderado del Número de Mejillones por kilos de mmpp Neta propia al mes,9,2021,Data Mussel
Ingreso Materia Prima Bruta Terceros,651103,Kilos,Total Kilos mmpp de centros de terceros ingresados a planta al mes,9,2021,Data Mussel
Ingreso Materia Prima Neta o Pagada Terceros,543988,Kilos,Total Kilos mmpp de centros de  terceros ingresados a planta después de descuentos por calidad al mes. Es la mmpp Pagada,9,2021,Data Mussel
Unidades por kilo mmpp terceros*,56,uni/kg,Promedio Ponderado del Número de Mejillones por kilo de mmpp Neta de terceros al mes,9,2021,Data Mussel
