Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Ano,Empresa
Carne,INDUSTRIAL,40800,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,NATURAL,264680,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,CON SALSA,14024,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.239,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.228,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Data Mussel
Carne,50-100 UNI/KG,9860,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,100-200 UNI/KG,76192,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,200-300 UNI/KG,456821.51,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,300-500 UNI/KG,694348,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,500-1000 UNI/KG,33410,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,INDUSTRIAL,39750,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,NATURAL,203268,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.229,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.237,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Data Mussel
Carne,50-100 UNI/KG,4620,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,100-200 UNI/KG,85610,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,200-300 UNI/KG,260570,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,300-500 UNI/KG,391210,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,500-1000 UNI/KG,24190,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,INDUSTRIAL,30970,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,NATURAL,225805,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,CON SALSA,40485,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.218,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.22,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Data Mussel
Carne,50-100 UNI/KG,2920,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,100-200 UNI/KG,28910,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,200-300 UNI/KG,184370,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,300-500 UNI/KG,347580,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,500-1000 UNI/KG,26730,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,INDUSTRIAL,18090,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Entero,NATURAL,269525.7,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Entero,CON SALSA,32295,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.217,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,7,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.207,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,7,2021,Data Mussel
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Carne,100-200 UNI/KG,3040,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Carne,200-300 UNI/KG,17570,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Carne,300-500 UNI/KG,59640,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Carne,500-1000 UNI/KG,7510,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Carne,INDUSTRIAL,3820,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Entero,NATURAL,365628.6,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Entero,CON SALSA,61094.78,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,8,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.194,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,8,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.187,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,8,2021,Data Mussel
Carne,50-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Carne,100-200 UNI/KG,1870,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Carne,200-300 UNI/KG,11010,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Carne,300-500 UNI/KG,34650,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Carne,500-1000 UNI/KG,4550,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Carne,INDUSTRIAL,2600,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Media Concha,40-60 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Media Concha,60-80 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Entero,NATURAL,156014.69,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Entero,CON SALSA,31454.6,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,9,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.182,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,9,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.18,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,9,2021,Data Mussel
Carne,50-100 UNI/KG,7550,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,100-200 UNI/KG,364450,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,200-300 UNI/KG,370109,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,300-500 UNI/KG,29570,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,500-1000 UNI/KG,5320,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Carne,INDUSTRIAL,53150,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,40-60 UNI/KG,19539,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,60-80 UNI/KG,19262,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,80-100 UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,NATURAL,311571.9,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,CON SALSA,35497.97,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,1,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.33,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,1,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.261,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,1,2021,Data Mussel
Carne,50-100 UNI/KG,3450,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,100-200 UNI/KG,252780,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,200-300 UNI/KG,380538.8,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,300-500 UNI/KG,32867,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,500-1000 UNI/KG,4980,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Carne,INDUSTRIAL,35760,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,40-60 UNI/KG,13338,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,60-80 UNI/KG,16542,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,80-100 UNI/KG,1298,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,NATURAL,320126,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,CON SALSA,22380,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,2,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.271,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,2,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.304,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,2,2021,Data Mussel
Carne,50-100 UNI/KG,2520,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,100-200 UNI/KG,378010,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,200-300 UNI/KG,440133.6,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,300-500 UNI/KG,34706,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,500-1000 UNI/KG,5940,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Carne,INDUSTRIAL,34060,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,40-60 UNI/KG,19512,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,60-80 UNI/KG,28125,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,80-100 UNI/KG,1060,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,NATURAL,412263,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,3,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.283,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,3,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.275,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,3,2021,Data Mussel
Carne,50-100 UNI/KG,4470,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,100-200 UNI/KG,152360,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,200-300 UNI/KG,469498.2,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,300-500 UNI/KG,125236,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,500-1000 UNI/KG,5900,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Carne,INDUSTRIAL,36770,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,40-60 UNI/KG,23436,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,60-80 UNI/KG,28604,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,80-100 UNI/KG,6141,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,NATURAL,374656,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,4,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.27,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,4,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.262,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,4,2021,Data Mussel
Carne,50-100 UNI/KG,4740,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,100-200 UNI/KG,92576,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,200-300 UNI/KG,453333.4,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,300-500 UNI/KG,206038,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,500-1000 UNI/KG,16500,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Carne,INDUSTRIAL,31330,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,40-60 UNI/KG,11034,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,60-80 UNI/KG,28733,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,80-100 UNI/KG,4725,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Media Concha,100 UP UNI/KG,1998,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,5,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.259,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,5,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.239,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,5,2021,Data Mussel
Carne,50-100 UNI/KG,5570,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,100-200 UNI/KG,199480,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,200-300 UNI/KG,352960.8,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,300-500 UNI/KG,169692,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,500-1000 UNI/KG,26430,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Carne,INDUSTRIAL,35860,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,40-60 UNI/KG,13644,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,60-80 UNI/KG,24471,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,80-100 UNI/KG,3188,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Media Concha,100 UP UNI/KG,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,NATURAL,263968,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,CON SALSA,21793,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,NATURAL,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Entero,CON SALSA,0,Kilos,Kg netos del producto empacados en el mes*,6,2021,Data Mussel
Rendimiento Olla mmpp Propia,0,0.247,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,6,2021,Data Mussel
Rendimiento Olla mmpp Terceros,0,0.228,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,6,2021,Data Mussel
Carne,50-100 UNI/KG,3880,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,100-200 UNI/KG,152310,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,200-300 UNI/KG,222267.2,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,300-500 UNI/KG,260088,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
Carne,500-1000 UNI/KG,23060,Kilos,Kg netos del producto empacados en el mes*,7,2021,Data Mussel
